"NormalisedOccupation","Occupation"
"Trades","factory line operator"
"Trades","factory manager"
"Trades","factory representative"
"Trades","factory truck driver"
"Trades","factory worker"
"Trades","factory worker and fruit grower"
"Trades","faller"
"Trades","family planning"
"Trades","family support counsellor"
"Trades","family support worker"
"Trades","family therapist"
"Trades","farm equipment technician"
"Trades","farm labourer"
"Trades","farm plant manager"
"Trades","farm realtor"
"Trades","farm wife"
"Trades","farm worker"
"Trades","farmhand"
"Trades","farrier"
"Trades","fashion consultant"
"Trades","fashion designer, business"
"Trades","feed mill manager"
"Trades","felt weaver"
"Trades","field engineering representative"
"Trades","field inspector"
"Trades","field officer"
"Trades","field supervisor"
"Trades","field worker (organising)"
"Trades","fieldworker"
"Trades","film assembler"
"Trades","film assembly"
"Trades","film crew"
"Trades","first aid attendant"
"Trades","fish harvester"
"Trades","fish merchant"
"Trades","fish plant worker"
"Trades","fish room staff"
"Trades","fisher"
"Trades","fisherman"
"Trades","fishery"
"Trades","fishing skipper"
"Trades","fitter"
"Trades","fitter mechanic"
"Trades","fitter-welder"
"Trades","fitter, mechanic"
"Trades","fitter/welder"
"Trades","flight attendant"
"Trades","floor detective"
"Trades","flooring contractor"
"Trades","flooring installer"
"Trades","florist"
"Trades","flour miller"
"Trades","flying officer"
"Trades","food and beverage manager"
"Trades","food inspector"
"Trades","food processing labourer"
"Trades","food processor"
"Trades","food service assistant"
"Trades","food service manager"
"Trades","food service worker"
"Trades","food services assistant"
"Trades","food services manager"
"Trades","food services worker"
"Trades","food technician"
"Trades","food worker"
"Trades","foreman"
"Trades","foreman carpenter"
"Trades","forest management"
"Trades","forest technology"
"Trades","forestry"
"Trades","forestry nursery worker"
"Trades","forestry technician"
"Trades","forestry worker"
"Trades","forklift truck operator"
"Trades","foundryman"
"Trades","framer"
"Trades","freight agent"
"Trades","freight forwarder"
"Trades","freight handler"
"Trades","freighter"
"Trades","french polisher"
"Trades","front line health care worker"
"Trades","fur trader"
"Trades","furnace operator"
"Trades","furnaceman"
"Trades","furrier"
"Trades","G.M.C. purchasing agent"
"Trades","G.M.C., paint repair"
"Trades","games designer"
"Trades","gaming assistant"
"Trades","garageman"
"Trades","gardener"
"Trades","garment worker"
"Trades","gas fitter"
"Trades","general foreman"
"Trades","general labourer"
"Trades","general maintenance"
"Trades","general services analyst"
"Trades","general supervisor"
"Trades","general trader"
"Trades","general utility clerk"
"Trades","glass maker"
"Trades","glazier contractor"
"Trades","graduate assistant"
"Trades","graduate nurse"
"Trades","graduate student"
"Trades","graphic artist"
"Trades","graphic designer"
"Trades","greasemaker"
"Trades","greenhouse manager"
"Trades","greenhouse worker"
"Trades","greenhouses manager"
"Trades","greenskeeper"
"Trades","grocer, butcher"
"Trades","grocery clerk"
"Trades","grocery Clerk/technical Advisor"
"Trades","groom"
"Trades","gunsmith"
"Trades","hairdresser"
"Trades","hairstylist"
"Trades","handwriting expert"
"Trades","handyman"
"Trades","harness maker"
"Trades","hatter"
"Trades","head clerk"
"Trades","head of closed-captioning"
"Trades","head of security"
"Trades","health & social worker"
"Trades","health care administrator"
"Trades","health care aide"
"Trades","health care professional"
"Trades","health care Provider"
"Trades","health care worker"
"Trades","health centre director"
"Trades","health promotion officer"
"Trades","health researcher"
"Trades","health services and supports"
"Trades","health technician"
"Trades","healthcare worker"
"Trades","heat and frost insulator"
"Trades","heavy duty equipment mechanic"
"Trades","heavy duty equipment serviceman"
"Trades","heavy duty mechanic"
"Trades","heavy equipment operator"
"Trades","heavy equipment serviceman"
"Trades","hemp advocate"
"Trades","herbalist"
"Trades","highway driver"
"Trades","highway maintenance man"
"Trades","hoisting engineer"
"Trades","hoistman"
"Trades","home based educator"
"Trades","home care worker"
"Trades","home consultant"
"Trades","home economist"
"Trades","home environment consultant"
"Trades","home improvement contractor"
"Trades","home inspector"
"Trades","home renovations"
"Trades","home renovator"
"Trades","home support worker"
"Trades","homemaker"
"Trades","homemaker, office manager"
"Trades","homemaker, social worker"
"Trades","horticultural contractor"
"Trades","horticultural design"
"Trades","hose builder"
"Trades","hospital clerk"
"Trades","hospital employee"
"Trades","hospital orderly"
"Trades","hospital unit clerk"
"Trades","hospital worker"
"Trades","hospitality professional"
"Trades","hotel employee"
"Trades","hotel porter"
"Trades","hotel supervisor"
"Trades","hotel worker"
"Trades","house builder"
"Trades","house painter"
"Trades","house renovator"
"Trades","house wife"
"Trades","household maintenance"
"Trades","household manager"
"Trades","househusband"
"Trades","housekeeper"
"Trades","housepainter"
"Trades","housing administrator"
"Trades","housing advocate"
"Trades","housing co-op co-ordinator"
"Trades","housing co-ordinator"
"Trades","housing consultant"
"Trades","housing management"
"Trades","Hudson's Bay Co. employee"
"Trades","human development marketing specialist"
"Trades","human ecologist"
"Trades","human relations officer"
"Trades","human resource consultant"
"Trades","human resource development"
"Trades","human resource manager"
"Trades","human resource officer"
"Trades","human resources"
"Trades","human resources co-ordinator"
"Trades","human resources consultant"
"Trades","human resources director"
"Trades","human resources professional"
"Trades","human resources representative"
"Trades","human rights consultant"
"Trades","I.T. manager"
"Trades","inducstrial relations consultant"
"Trades","industrial administrator"
"Trades","industrial advisor"
"Trades","industrial commissioner"
"Trades","industrial cook"
"Trades","industrial designer"
"Trades","industrial hygienist"
"Trades","industrial lead hand"
"Trades","industrial manager"
"Trades","industrial mechanic"
"Trades","industrial promoter"
"Trades","industrial relations"
"Trades","industrial relations advisor"
"Trades","industrial relations consultant"
"Trades","industrial relations officer"
"Trades","industrial secretary"
"Trades","industrial worker"
"Trades","infant development consultant"
"Trades","infirmi�re"
"Trades","informal Caregiver and Advocate"
"Trades","informatics technician"
"Trades","information agent"
"Trades","information analyst"
"Trades","information officer"
"Trades","information specialist"
"Trades","information systems"
"Trades","information systems consultant"
"Trades","information technician"
"Trades","information technologist"
"Trades","information technology"
"Trades","information technology consultant"
"Trades","information technology director"
"Trades","information technology executive"
"Trades","information technology professional"
"Trades","information technology sales"
"Trades","information technology specialist"
"Trades","inheritance analyst"
"Trades","injection mould set-up"
"Trades","inspection foreman"
"Trades","institutional worker"
"Trades","instructional designer"
"Trades","instrument control technician"
"Trades","instrument maker"
"Trades","instrument technician"
"Trades","instrumentation technician"
"Trades","interior decorator"
"Trades","interior decorator and painter"
"Trades","intern"
"Trades","internet co-ordinator"
"Trades","interpreter"
"Trades","investigator"
"Trades","iron worker"
"Trades","ironmaster"
"Trades","ironworker"
"Trades","ironworker, welding"
"Trades","IS Operational Risk Manager"
"Trades","IT administrative assistant"
"Trades","IT analyst"
"Trades","IT Manager"
"Trades","IT Professional"
"Trades","IT Salesman"
"Trades","IT security professional"
"Trades","IT security specialist"
"Trades","IT systems analyst"
"Trades","jail warden"
"Trades","janitor"
"Trades","job quality control"
"Trades","jointer"
"Trades","journeyman lineman"
"Trades","journeyman Welder"
"Trades","kitchen manager"
"Trades","knife operator"
"Trades","lab assistant"
"Trades","laboratory assistant"
"Trades","laboratory attendant"
"Trades","laboratory director"
"Trades","labour"
"Trades","labourer"
"Trades","lamination die maker"
"Trades","land claims negotiator"
"Trades","land fill operator"
"Trades","land use planner"
"Trades","landscape gardener"
"Trades","landscape supervisor"
"Trades","landscaper"
"Trades","landscaping contractor"
"Trades","language assessor"
"Trades","laundromat owner"
"Trades","laundry attendant"
"Trades","laundry employee"
"Trades","laundry worker"
"Trades","law office administrator"
"Trades","law student"
"Trades","law student / security guard"
"Trades","lawn care"
"Trades","lay-out"
"Trades","layout artist"
"Trades","lead hand"
"Trades","lead hand at Dominion Controls"
"Trades","lead refinery operator"
"Trades","legal research consultant"
"Trades","legal researcher"
"Trades","legal scholar"
"Trades","legal secretary"
"Trades","library manager"
"Trades","library office manager"
"Trades","library porter"
"Trades","library technician"
"Trades","library worker"
"Trades","library-assistant"
"Trades","lifeguard"
"Trades","lighting director"
"Trades","lighting engineer"
"Trades","lighting engineer, television"
"Trades","limousine driver"
"Trades","line cook"
"Trades","line operator"
"Trades","lineman"
"Trades","linotype operator"
"Trades","literacy specialist"
"Trades","literacy worker"
"Trades","lithographer"
"Trades","location manager"
"Trades","locations manager"
"Trades","locker plant operator"
"Trades","locksmith"
"Trades","locksmith/security consultant"
"Trades","locomotive engineer"
"Trades","locomotive foreman's clerk"
"Trades","loftsman"
"Trades","logger"
"Trades","logger-forestry worker"
"Trades","logger, fisherman"
"Trades","logger, miner"
"Trades","logging contractor"
"Trades","logging operator"
"Trades","logistical services coordinator"
"Trades","longshoreman"
"Trades","loss prevention officer"
"Trades","lumber grader"
"Trades","lumber jack"
"Trades","lumber measurer"
"Trades","lumber wholesaler"
"Trades","lumber worker"
"Trades","lumber yard foreman"
"Trades","machine agent"
"Trades","machine and auto agent"
"Trades","machine fixer"
"Trades","machine operator"
"Trades","machine shop proprietor"
"Trades","machine tender"
"Trades","machinery operator"
"Trades","machinist"
"Trades","mail carrier"
"Trades","maintainer"
"Trades","maintenance"
"Trades","maintenance co-ordinator"
"Trades","maintenance contractor"
"Trades","maintenance engineer"
"Trades","maintenance mechanic"
"Trades","maintenance person"
"Trades","maintenance supervisor"
"Trades","maintenance technician"
"Trades","maintenance trades assistant"
"Trades","maintenance worker"
"Trades","maintenance worker #3"
"Trades","manufacturing service controller"
"Trades","marble mason"
"Trades","marine consultant"
"Trades","marine electrician"
"Trades","maritime search & rescue coordinator"
"Trades","marriage and family therapist"
"Trades","mason"
"Trades","masonry contractor"
"Trades","massage therapist"
"Trades","master baker"
"Trades","master herbalist"
"Trades","master mariner"
"Trades","master mariner and business manager"
"Trades","master mechanic"
"Trades","materiel scheduler"
"Trades","meat cutter"
"Trades","meat cutter - journalist"
"Trades","meat manager"
"Trades","meat packer"
"Trades","meat processor"
"Trades","meatpacker"
"Trades","mechanic, technical supervisor"
"Trades","mechanical contractor"
"Trades","mechanical maintenance"
"Trades","mechanical operator"
"Trades","mechanical superindentent"
"Trades","mechanical supervisor"
"Trades","mechanical technician"
"Trades","mediator"
"Trades","mediator/educator"
"Trades","mediator/therapist"
"Trades","medical receptionist"
"Trades","medical secretary"
"Trades","medical social worker"
"Trades","medical social worker (retired)"
"Trades","medical student"
"Trades","medical technologist"
"Trades","medical worker"
"Trades","medical writer"
"Trades","melter"
"Trades","memorial craftsman"
"Trades","messenger"
"Trades","metal refinisher"
"Trades","metal worker"
"Trades","metallurgical engineer"
"Trades","metallurgical technician"
"Trades","milk deliveryman"
"Trades","milk processor"
"Trades","milkman"
"Trades","mill employee"
"Trades","mill hand"
"Trades","mill worker"
"Trades","miller"
"Trades","millhand"
"Trades","milliner"
"Trades","millman"
"Trades","millworker"
"Trades","millwright"
"Trades","millwright in training"
"Trades","millwright mechanic"
"Trades","mine captain"
"Trades","mine employee"
"Trades","mine manager"
"Trades","mine mechanic"
"Trades","mine worker"
"Trades","miner"
"Trades","miner and prospector"
"Trades","miner worker"
"Trades","mining"
"Trades","mining foreman"
"Trades","mining operator"
"Trades","mining prospector"
"Trades","mining superintendent"
"Trades","mixer"
"Trades","modeller"
"Trades","monitor"
"Trades","moonlighter"
"Trades","motor builder"
"Trades","motorman"
"Trades","moulder"
"Trades","music studio administrator"
"Trades","nanny, waitress, sales, activist"
"Trades","national director"
"Trades","national health and safety co-ordinator"
"Trades","navigator"
"Trades","network administrator"
"Trades","network analyst"
"Trades","network coordinator"
"Trades","network provisioner"
"Trades","network systems engineer"
"Trades","newspaper carrier"
"Trades","newspaper man"
"Trades","newspaper manager"
"Trades","newspaperman"
"Trades","night security guard"
"Trades","night watchman"
"Trades","nurse's aid"
"Trades","nursery man"
"Trades","nursery nurse"
"Trades","nurseryman"
"Trades","nursing administrator"
"Trades","nursing aid"
"Trades","nursing assistant"
"Trades","nursing resident attendant"
"Trades","nursing supervisor"
"Trades","nursing technician"
"Trades","nursing unit clerk"
"Trades","nutrition and wellness consultant"
"Trades","nutrition counsellor"
"Trades","occupational health and safety"
"Trades","office admin. assistant"
"Trades","office administrator"
"Trades","office assistant"
"Trades","office assistant - supervisor at Shoppers Drug Mart"
"Trades","office clerk"
"Trades","office employee"
"Trades","office manager"
"Trades","office manager/homemaker"
"Trades","office services contractor"
"Trades","office worker"
"Trades","officer"
"Trades","offset pressman"
"Trades","oil refinery process operator"
"Trades","oil worker"
"Trades","oilfield construction"
"Trades","oilfield maintenance technician"
"Trades","oilfield rig mechanic"
"Trades","oilfield service transportation"
"Trades","oilfield supervisor"
"Trades","oilfield transport"
"Trades","oilworker"
"Trades","olympic trainer"
"Trades","Onstar advisor"
"Trades","operating engineer"
"Trades","operations controller"
"Trades","operations manager"
"Trades","operations supervisor"
"Trades","operator"
"Trades","operator-trainer"
"Trades","operator, transportation system"
"Trades","operator/technician"
"Trades","orderly"
"Trades","overhead door mechanic"
"Trades","overman"
"Trades","packing house worker"
"Trades","paint quality analyst"
"Trades","painter, carpenter"
"Trades","painter, decorator"
"Trades","painter, sign-writer"
"Trades","painter/renovator"
"Trades","painting contractor"
"Trades","paper carrier"
"Trades","paper converter"
"Trades","paper cutter"
"Trades","paper grinder"
"Trades","paper inspector"
"Trades","paper machine operator"
"Trades","paper maker"
"Trades","papermill worker"
"Trades","paralegal"
"Trades","paralegal agent, taxi driver"
"Trades","paralegal consultant"
"Trades","paralegal practitioner"
"Trades","park planner"
"Trades","park supervisor"
"Trades","parks and recreation planner"
"Trades","part-time day care operator"
"Trades","part-time labourer & social service work"
"Trades","part-time maintenance"
"Trades","part-time student"
"Trades","part-time student and writer"
"Trades","parts clerk"
"Trades","parts counter person"
"Trades","parts man"
"Trades","partsman"
"Trades","passenger agent"
"Trades","pastry chef"
"Trades","patroller"
"Trades","pattern maker"
"Trades","paymaster"
"Trades","payroll administrator"
"Trades","payroll clerk"
"Trades","pelletizer"
"Trades","personal care attendant"
"Trades","personal care worker"
"Trades","personal support worker"
"Trades","personal trainer/lawyer"
"Trades","personnel administrator"
"Trades","personnel counsellor"
"Trades","personnel director"
"Trades","personnel manager"
"Trades","personnel officer"
"Trades","pet groomer"
"Trades","philosopher, sawmill worker"
"Trades","photoengraver"
"Trades","photofinisher"
"Trades","photographer"
"Trades","photographer, publisher"
"Trades","photography co-ordinator"
"Trades","piano technician"
"Trades","picker"
"Trades","pilot"
"Trades","pipe fitter"
"Trades","pipe fitter, mechanic"
"Trades","pipe-weldor (retired)"
"Trades","pipefitter"
"Trades","pipeline surveyor"
"Trades","pipeline worker"
"Trades","plan reviewer"
"Trades","planner"
"Trades","planner/supervisor"
"Trades","planning consultant"
"Trades","planning supervisor"
"Trades","plant manager"
"Trades","plant operator"
"Trades","plant supervisor"
"Trades","plasterer"
"Trades","plastering contractor"
"Trades","plate fitter"
"Trades","plumber"
"Trades","plumbing technician"
"Trades","porter"
"Trades","porter checker"
"Trades","portfolio administrator"
"Trades","potter"
"Trades","potter and mother"
"Trades","power line maintainer"
"Trades","power plant operator"
"Trades","pre-press operator"
"Trades","pre-school director"
"Trades","prepress technician"
"Trades","press brake operator"
"Trades","press cleaner refinery"
"Trades","press corrector"
"Trades","press operator"
"Trades","presser"
"Trades","pressman"
"Trades","print estimator"
"Trades","print salesman"
"Trades","printer"
"Trades","printer and publisher"
"Trades","printer manager"
"Trades","printer, journalist"
"Trades","printer, slotter, pressman"
"Trades","printing press operator"
"Trades","procedure technician"
"Trades","process engineer and b & b operator"
"Trades","process operator"
"Trades","process worker"
"Trades","process worker, farmer"
"Trades","processor"
"Trades","produce clerk (Fortinos)"
"Trades","product engineer"
"Trades","product manager"
"Trades","product quality auditor"
"Trades","production assembler"
"Trades","production assistant"
"Trades","production co-ordinator"
"Trades","production director"
"Trades","production machinist"
"Trades","production manager"
"Trades","production mechanic"
"Trades","production supervisor"
"Trades","production technologist"
"Trades","production tester"
"Trades","production worker"
"Trades","products head"
"Trades","professional driver"
"Trades","professional prospector"
"Trades","professional/customer service"
"Trades","program assistant"
"Trades","program co-ordinator"
"Trades","program consultant"
"Trades","program coordinator"
"Trades","program coordinator/student"
"Trades","program director"
"Trades","program facilitator"
"Trades","programmer"
"Trades","programmer analyst"
"Trades","programmer--analyst"
"Trades","programmer-analyst"
"Trades","programmer, analyst"
"Trades","programs facilitator"
"Trades","project assistant"
"Trades","project co-ordinator"
"Trades","project coordinator"
"Trades","project manager"
"Trades","projectionist"
"Trades","promotions"
"Trades","property supervisor"
"Trades","public and media relations"
"Trades","public relations agent"
"Trades","public relations and marketing coordinator"
"Trades","public relations and personnel"
"Trades","public relations consultant"
"Trades","pulp and paper worker"
"Trades","purchasing"
"Trades","purchasing agent"
"Trades","purchasing director"
"Trades","purchasing manager"
"Trades","quality assurance analyst"
"Trades","quality assurance manager"
"Trades","quality assurance software analyst"
"Trades","quality control"
"Trades","quality control analyst, GM"
"Trades","quality control coordinator"
"Trades","quality control inspector"
"Trades","quality control manager"
"Trades","quality control officer"
"Trades","quality control supervisor"
"Trades","quality control, GM"
"Trades","quality engineer"
"Trades","quality manager"
"Trades","radio artificer"
"Trades","radio operator"
"Trades","radio producer"
"Trades","radio station manager"
"Trades","radio station operator"
"Trades","radio technician"
"Trades","radiographer"
"Trades","radiology technician"
"Trades","railroad conductor"
"Trades","railroad engineer"
"Trades","railroad supervisor"
"Trades","railroad worker"
"Trades","railroader"
"Trades","railway agent"
"Trades","railway and canal contractor"
"Trades","railway carman"
"Trades","railway clerk"
"Trades","railway company director"
"Trades","railway company vice-president"
"Trades","railway conductor"
"Trades","railway contractor"
"Trades","railway employee"
"Trades","railway engineer"
"Trades","railway foreman"
"Trades","railway labourer"
"Trades","railway machinist"
"Trades","railway passenger agent"
"Trades","railway promoter"
"Trades","railway referral agent"
"Trades","railway station agent"
"Trades","railway storekeeper"
"Trades","railway switchman"
"Trades","railway worker"
"Trades","receiving clerk"
"Trades","reception centre attendant"
"Trades","receptionist"
"Trades","records and benefit supervisor"
"Trades","recreation programmer"
"Trades","recreation technician"
"Trades","recreational director"
"Trades","recreationist"
"Trades","recreationist and administrator"
"Trades","refridgeration technician"
"Trades","renovator"
"Trades","repair specialist"
"Trades","repairman"
"Trades","resident attendant"
"Trades","residential care aid"
"Trades","residential care aide"
"Trades","residential care counsellor"
"Trades","residential councillor"
"Trades","residential counsellor"
"Trades","residential support worker"
"Trades","restaurant clerk"
"Trades","restaurant cook"
"Trades","restaurant supervisor"
"Trades","restaurant worker"
"Trades","retail"
"Trades","retail and contract sales"
"Trades","retail clerk"
"Trades","retail jobber"
"Trades","retail lending admin"
"Trades","retail management"
"Trades","retail manager"
"Trades","retail sales"
"Trades","retail sales clerk"
"Trades","retail sales manager"
"Trades","retail store manager"
"Trades","retail supervisor"
"Trades","retail worker"
"Trades","retired (TCA)"
"Trades","retired administrator"
"Trades","retired airman"
"Trades","retired area manager"
"Trades","retired auto worker"
"Trades","retired Bell technician"
"Trades","retired carpenter"
"Trades","retired college administrator"
"Trades","retired communications worker"
"Trades","retired construction supervisor"
"Trades","retired electrician"
"Trades","retired factory worker"
"Trades","retired industrial electrician"
"Trades","retired industrial worker"
"Trades","retired logger"
"Trades","retired lumberman"
"Trades","retired meat Packer"
"Trades","retired mechanic"
"Trades","retired miner"
"Trades","retired painter"
"Trades","retired radio director"
"Trades","retired railway worker"
"Trades","retired railwayman"
"Trades","retired security officer"
"Trades","retired serviceman"
"Trades","retired sign maker"
"Trades","retired steam fitter"
"Trades","retired steelworker"
"Trades","retired technician"
"Trades","retired tradesman"
"Trades","retired trucker"
"Trades","retired university official"
"Trades","retired woodworker"
"Trades","retirement and benefits advisor"
"Trades","revenue analyst"
"Trades","rigger"
"Trades","roofer"
"Trades","rotational moulder"
"Trades","rubber worker"
"Trades","safety professional"
"Trades","sailor"
"Trades","sales"
"Trades","sandblaster, painter"
"Trades","sawmill worker"
"Trades","scale operator"
"Trades","scaler"
"Trades","school bus driver"
"Trades","school caretaker"
"Trades","school secretary"
"Trades","school transport manager"
"Trades","sea captain"
"Trades","seaman"
"Trades","seamstress"
"Trades","seasonal worker"
"Trades","secretary"
"Trades","secretary - receptionist"
"Trades","section foreman"
"Trades","section man"
"Trades","security"
"Trades","security administrator"
"Trades","security analyst"
"Trades","security at airport"
"Trades","security co-ordinator"
"Trades","security guard"
"Trades","security officer"
"Trades","security officer, pilot"
"Trades","security supervisor"
"Trades","semi-retired truck driver"
"Trades","senior analyst"
"Trades","senior maintenance technician"
"Trades","senior metallurgical technician"
"Trades","senior payroll clerk"
"Trades","senior programmer analyst"
"Trades","senior systems officer"
"Trades","server"
"Trades","server / supervisor"
"Trades","service assistant"
"Trades","service manager"
"Trades","service manager, AGT"
"Trades","service representative"
"Trades","service technician"
"Trades","serviceman"
"Trades","set-up man"
"Trades","sewing machine operator"
"Trades","sexologist"
"Trades","sheet metal mechanic"
"Trades","sheet metal worker"
"Trades","shift supervisor"
"Trades","ship mate"
"Trades","ship's captain"
"Trades","ship's rigger"
"Trades","shipbuilder"
"Trades","shipmaster"
"Trades","shipper receiver"
"Trades","shipper-receiver"
"Trades","shipper, receiver"
"Trades","shipper, receiver, driver"
"Trades","shipper/receiver"
"Trades","shippers assistant"
"Trades","shipping agent"
"Trades","shipping broker"
"Trades","shipping clerk"
"Trades","shipping supervisor"
"Trades","ships carpenter"
"Trades","ships rigger"
"Trades","shipwright"
"Trades","shipyard worker"
"Trades","shipyard workman"
"Trades","shoe service"
"Trades","sign maker"
"Trades","sign-writer"
"Trades","skilled worker"
"Trades","slaughterhouse worker"
"Trades","smelterman"
"Trades","social worker in private clinical practice"
"Trades","software designer"
"Trades","software developer"
"Trades","software developer/solutions developer"
"Trades","software engineer"
"Trades","sound engineer"
"Trades","sound-effects specialist"
"Trades","spray painter"
"Trades","sprinkler fitter"
"Trades","stage hand"
"Trades","statistical clerk"
"Trades","steam fitter"
"Trades","steam fitter, farmer"
"Trades","steamfitter"
"Trades","steelworker"
"Trades","steelworker (retired)"
"Trades","steelworker, alderman"
"Trades","stenographer"
"Trades","stereotypist"
"Trades","sterilisation technician"
"Trades","stevedore"
"Trades","steward"
"Trades","stock clerk"
"Trades","stock keeper"
"Trades","stock manager"
"Trades","stock room person"
"Trades","stone cutter"
"Trades","stone sharpener"
"Trades","stonecutter"
"Trades","store clerk"
"Trades","stores attendant"
"Trades","stove mounter"
"Trades","street railway man"
"Trades","stretcher bearer"
"Trades","sub-contractor"
"Trades","sulphite bleacher"
"Trades","switchboard"
"Trades","switchboard operator"
"Trades","switchman"
"Trades","systems administrator"
"Trades","systems programmer"
"Trades","systems representative"
"Trades","systems supervisor"
"Trades","systems support specialist"
"Trades","tailor"
"Trades","tank truck driver"
"Trades","tanner"
"Trades","taxi driver"
"Trades","taxi driver, student"
"Trades","taxi operator"
"Trades","technical editor"
"Trades","technical helper"
"Trades","technical resources coordinator"
"Trades","technical sales consultant"
"Trades","technical service representative"
"Trades","technical support agent"
"Trades","technical support specialist"
"Trades","technical support team leader"
"Trades","technical trainer, programmer"
"Trades","technical writer"
"Trades","technical writer/entrepreneur"
"Trades","technician"
"Trades","technician administrator"
"Trades","technician engineer"
"Trades","technician, mechanic"
"Trades","technician, sports centre"
"Trades","telecommunications clerk"
"Trades","telecommunications manager"
"Trades","telecommunications technologist"
"Trades","telegraph operator"
"Trades","telegrapher"
"Trades","telemarketer"
"Trades","telemarketing"
"Trades","telephone foreman"
"Trades","telephone man"
"Trades","telephone operator"
"Trades","telephone repair"
"Trades","telephone repairman"
"Trades","telephone service clerk"
"Trades","telephone survey taker"
"Trades","telephone technician"
"Trades","telephone tester"
"Trades","television account executive"
"Trades","television announcer"
"Trades","television broadcaster"
"Trades","television commentator"
"Trades","television producer"
"Trades","television supervisor"
"Trades","television writer"
"Trades","television-camera operator"
"Trades","teller"
"Trades","temporary employee"
"Trades","textile dyer"
"Trades","textile foreman"
"Trades","textile worker"
"Trades","thermal power station technician"
"Trades","thinker"
"Trades","timberman"
"Trades","time keeper"
"Trades","time-keeper"
"Trades","timekeeper"
"Trades","tinsmith"
"Trades","title searcher"
"Trades","tobacco manufacturer"
"Trades","tool an die maker"
"Trades","tool and die maker"
"Trades","tool and die-maker"
"Trades","tool maker"
"Trades","tool maker (machinist)"
"Trades","toolmaker"
"Trades","tradesman"
"Trades","tradesman, businessman"
"Trades","tradesman, contractor"
"Trades","tradesman/roofer"
"Trades","train conductor"
"Trades","train dispatcher"
"Trades","train master"
"Trades","trainer co-ordinator"
"Trades","training co-ordinator"
"Trades","training consultant"
"Trades","trainman"
"Trades","trainmaster"
"Trades","transfer agent"
"Trades","transformer assembler"
"Trades","transformer builder"
"Trades","transient worker"
"Trades","transit driver"
"Trades","transit operator"
"Trades","transit time clerk - operator"
"Trades","translator"
"Trades","translator - terminologist"
"Trades","translator / interpreter"
"Trades","translator and interpretor"
"Trades","translator, editor"
"Trades","translator, educator"
"Trades","translator/interpreter"
"Trades","transport driver"
"Trades","transport owner"
"Trades","transport pilot"
"Trades","transport supervisor"
"Trades","transport worker"
"Trades","transportation Agent"
"Trades","transportation Broker"
"Trades","transportation clerk"
"Trades","transportation engineer"
"Trades","transportation executive"
"Trades","transportation planner (GNWT)"
"Trades","transportation worker"
"Trades","truck broker"
"Trades","truck driver"
"Trades","trucker"
"Trades","trucking"
"Trades","truckman"
"Trades","tuality control technician"
"Trades","typesetter"
"Trades","typesetter apprentice"
"Trades","typist"
"Trades","unemployed"
"Trades","unemployed clerical worker"
"Trades","unemployed draftsman"
"Trades","unemployed fish plant"
"Trades","unemployed organizer"
"Trades","unemployed recreation specialist"
"Trades","union worker"
"Trades","university administrative staff"
"Trades","university administrator"
"Trades","upholsterer"
"Trades","utility worker"
"Trades","vehicle dispatcher"
"Trades","vehicle maintenance clerk"
"Trades","vending machine operator"
"Trades","verbalist"
"Trades","vine grower"
"Trades","vocational rehab counsellor"
"Trades","wagon man"
"Trades","waiter"
"Trades","waiter, student"
"Trades","waitress"
"Trades","warehouse clerk"
"Trades","warehouse labourer"
"Trades","warehouse man"
"Trades","warehouse man (CPC)"
"Trades","warehouse manager"
"Trades","warehouse supervisor"
"Trades","warehouse worker"
"Trades","warehouseman"
"Trades","watchman"
"Trades","water meter reader"
"Trades","weaver"
"Trades","web designer"
"Trades","Web designer - tech. consultant"
"Trades","web developer"
"Trades","web editor"
"Trades","web master"
"Trades","webmaster"
"Trades","website designer"
"Trades","weigher"
"Trades","welder"
"Trades","welder, mechanic"
"Trades","welder's helper"
"Trades","welder/student"
"Trades","welding contractor"
"Trades","welding metallurgist"
"Trades","welding technician"
"Trades","wheel alignment"
"Trades","wholesale clerk"
"Trades","winnipeg transit bus operator"
"Trades","wire worker"
"Trades","womenswear subcontracting"
"Trades","wood turner"
"Trades","woodcarver"
"Trades","woodcutter"
"Trades","woodworker"
"Trades","woodworker - carpenter"
"Trades","woodworker/carpenter"
"Trades","woollen manufacturer"
"Trades","word processing"
"Trades","work relations consultant"
"Trades","worker"
"Trades","worker (factory)"
"Trades","worker adviser"
"Trades","worker advisor"
"Trades","workers' advocate"
"Trades","workingman"
"Trades","yard foreman"
"Trades","young worker"
